id,sentiment,text
681459648,negative,userMentionToken would love to respond to link but supervisor tore ticket up and refused to give me names and hid her badge from me
681459649,positive,"userMentionToken hey, so, dre at seatac check in needs a raise, stat. dude gave me amazing customer service and made me feel valued."
681459650,negative,userMentionToken you respond to my friend userMentionToken but you can't respond directly to me
681459651,neutral,"userMentionToken ceo pilots among ardent fans, wall street - poughkeepsie journal urlToken"
681459652,positive,userMentionToken the magic eight ball has never steered me wrong :)
681459653,negative,userMentionToken you wanna help out? how about you reimburse the money you cause my band to lose.
681459654,negative,userMentionToken but you guys should know that musicians are very sensitive about the safety of their instruments when flying. for good reason.
681459655,negative,userMentionToken ask userMentionToken but i teach marketing at a university and will gladly consult on customer service and how not to treat passengers.
681459656,negative,userMentionToken loves to respond to positive tweets but they ignore problems w/ customers. just ask nola musician userMentionToken about that. shameful
681459657,neutral,userMentionToken i'm game if you're buying!! :)
681459658,positive,userMentionToken will do. thanks!
681459659,positive,"userMentionToken marks 15th year with new ""bluemanity"" plane design - sun sentinel urlToken"
681459660,negative,userMentionToken call was not made by the inflight crew. they in fact asked us why we didn't bring it on.
681459661,negative,userMentionToken last week i bought a plane ticket round trip to fl &amp; just 4 fun i look at the price of them today and they went down! nothappy
681459662,positive,userMentionToken you're welcome urlToken
681459663,neutral,userMentionToken are you ever looking for interns ?
681459664,positive,userMentionToken is the greatest airline ever truebluepoints jetbluemember
681459666,positive,userMentionToken 's free wifi on board is the best thing that's happened since sliced bread
681459667,negative,userMentionToken only middle seats. sfo -&gt; bos. not fun. she keeps getting $10 credits. would much rather have a working tv.
681459668,negative,userMentionToken disappointed we weren't allowed to bring on an aircraft approved carseat on an empty plane. not cool.
681459669,positive,userMentionToken beatriz and susan. gate 4 mco.
681459670,positive,.userMentionToken handled userMentionToken question like social media pros. good practice for when our transportation systems are all run by friendly ais!
681459671,negative,userMentionToken maybe have a supervisor find out why the international checkin at ftl hasn't moved in 20 minutes yet employees picked up 100 pizza
681459672,negative,userMentionToken third flight in a row for my wife with her tv not working...
681459673,positive,userMentionToken its a wonderful thing!
681459674,negative,userMentionToken what is a personal email that i can contact? i have a complaint that you should know about
681459675,negative,userMentionToken what's up with website can't access flight info
681459677,neutral,userMentionToken just a thought!
681459678,positive,userMentionToken flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys! big fan here. :)
681459679,neutral,userMentionToken i m getting an it depends vibe. fair enough!
681459680,positive,userMentionToken flyfi thank you! seattle and udub here we come! userMentionToken urlToken
681459681,positive,userMentionToken userMentionToken i know that bar :) wish i was there now!
681459682,positive,userMentionToken had a great flight to orlando from hartford a few weeks ago! was great to get out on time and arrive early!
681459683,neutral,userMentionToken to increase charter service to cuba - travel agent urlToken
681459684,positive,userMentionToken you guys continue to impress. your crew @ mco gate 4helped our family with seat issues. professional
681459685,positive,userMentionToken loving the free wifi and legroom seattlebound
681459686,negative,"userMentionToken you are missing the point. the flight left an hour late flight. why are you allowed to be that late flight, and still charge me $50 and 10hrs?"
681459687,neutral,userMentionToken can i get some more leg room tonight b6 304
681459688,negative,userMentionToken 2nd time flying jetblue this year and my armrest tv controller doesn't work agian!!and that's the main reason i fly jetblue
681459689,negative,"it's on me, userMentionToken that's not what you said last night, though... :("
681459690,negative,userMentionToken userMentionToken the two of you should team up to serve cinnabons on the flights!!!! bonsinthesky
681459691,positive,userMentionToken anything for you. flyfi urlToken
681459692,negative,userMentionToken hey you guys remembered lol! but now my bos flights delayed... and turn the heat down in t5 it feels hotter than pr.
681459693,positive,userMentionToken thanks
681459694,neutral,userMentionToken celebrates 15-year anniversary with new livery - userMentionToken urlToken
681459695,negative,"userMentionToken spoken to 2 reps. once i'm allowed to check my bag and through the tsa checkpoint, i guarantee i will be talking to someone."
681459696,negative,userMentionToken and the 20min line i stood in to drop my bag off?
681459697,positive,userMentionToken credit to you for replying. i ll look forward to hopefully one of those 103 on my flight home tonight :)
681459698,positive,"userMentionToken great flight, as always! thank you to the great crew on flight 475! travel jetblue"
681459699,negative,"userMentionToken got txt 40min after sched dpt, saying plane had just arrived @ jfk. late flightr txt w/ dpt gate change. then 9:04 dpt for 7:40 flight."
681459700,negative,userMentionToken i was not allowed to drop my bag off for my flight that i was running 10min late flight for. turns out it left over an hour late flight.
681459701,positive,userMentionToken you're killing me now. :) you got me! smitten trueblue
681459702,negative,userMentionToken my son left his ipad on flight 1401 from jfk to fll on monday. i called and left message and have no heard back. seat 25a.
681459704,positive,.userMentionToken 4 min response time. i'm impressed! i'm in. it's official. :) trueblue jetblue gets social.
681459705,positive,userMentionToken thanks for listening. doesn't mean i don't appreciate you!
681459706,negative,userMentionToken all taken care of .... other then the dropped call and the total half hour wait love jetblue
681459707,positive,userMentionToken thank you for incredible customer svc from gate to flight. mint experience is magic.
681459708,positive,thanks userMentionToken next up we will see how the slog from jfk to the city goes!
681459709,neutral,userMentionToken social media takes flight with fly likeagirl - what brand lesson can we learn? smm brand urlToken
681459710,neutral,userMentionToken lekvhg want to see what the cost would be to change to the 430 flight
681459711,negative,"userMentionToken you stood me up last night, but i'm giving you a second chance. i'm just a boy, tweeting an airline, asking them to fly him home."
681459712,negative,userMentionToken waited for 15 min then got disconnect
681459713,positive,userMentionToken and a huge thanks to the crew on flight 1348 who flew in to dca from sju monday night in the snow so we could have a plane!!!
681459714,negative,userMentionToken is i can't make changes on the website am i still charged 25 dollars for using phone
681459715,positive,"userMentionToken planning on it! btw, excellent service and crew from dca through sju into sxm!!!!!"
681459716,positive,"userMentionToken why yes, yes it does!!!! great trip down!! thanks for the lift!!!!"
681459717,positive,userMentionToken hotspot free wifi makes me happy. jfk itsthelittlethings
681459718,negative,userMentionToken your agents at iad have compounded this problem by not making any announcements jetbluemess
681459719,negative,"userMentionToken just a heads up, this page no longer exists urlToken"
681459720,neutral,userMentionToken deal!
681459721,neutral,userMentionToken userMentionToken i think we'll need a selfie as proof...
681459722,negative,userMentionToken userMentionToken wonder if that's the pilot tweeting you back? is it legal to tweet and fly? what if the plane in front stops suddenly?
681459723,positive,"userMentionToken gorgeous day, hope the flight back tomorrow am is just as pleasant! thanks"
681459724,negative,userMentionToken they say they have no update. i don't work i don't get paid. jet blue has my money but no flight. argh!
681459725,negative,userMentionToken no news here at the gate. what are my options?
681459726,positive,userMentionToken it's okay...i'm actually a tea kinda guy anyway. thanks!
681459727,negative,userMentionToken well i'm glad i got up at 5 am so i can sit in an airport. no place else i'd rather be (not)
681459728,negative,userMentionToken no ... i am guessing i have to call someone
681459729,negative,userMentionToken why 730 and not 645 as scheduled?
681459730,negative,userMentionToken 1408 iad to jfk still hasn't boarded. what's today's excuse and how am i gonna get to work?
681459731,negative,userMentionToken why is t that every time i fly jfk even more speed doesn't work waiting for 10 min nogood
681459732,neutral,userMentionToken can i change my flight if i already printed my boarding pass?
681459733,positive,userMentionToken its always a pleasure
681459734,positive,userMentionToken this is lovely!
681459735,neutral,userMentionToken dumps amex - nassau news live urlToken
681459736,neutral,"userMentionToken userMentionToken drops a new video off the upcoming project thetakeover, produced by yponthebeat urlToken"
681459737,neutral,userMentionToken to end partnership with american express - urlToken urlToken
681459738,neutral,userMentionToken marks 15th birthday with 'blumanity' paint job - userMentionToken (blog) urlToken
681459739,neutral,userMentionToken ceo battles to appease passengers and wall street - urlToken urlToken
681459740,neutral,"userMentionToken change in the air for travelers, investors - userMentionToken urlToken"
681459741,positive,userMentionToken finally taking off! las-fll-sju letsgo
681459742,neutral,userMentionToken anywhere warm cause its freezing in nyc
681459743,negative,"userMentionToken clients got zero, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in italian clothing robbed."
681459744,neutral,"userMentionToken flights 1970, 1366, and 1552 will fly over after 1 am on your way into userMentionToken - mind taking ocean approach so we can sleep?"
681459745,negative,userMentionToken not to mention the fact that we paid extra just to fly jetblue thinking it was the most reliable..
681459746,negative,userMentionToken we even went to the airport and were on the phone for hrs and no help at all. everyone said different things.
681459747,negative,userMentionToken people kept saying it was due to weather but there were flights going directly to boston even after our flight.
681459748,negative,userMentionToken i understand but everyone said different things and there was a flight out late flightr that night but only one of us got to take it
681459749,negative,"userMentionToken disappointed that my flight back to boston from pr was cancelled flightled,rebooked 4 the next day,delayed that one too, and no compensation"
681459750,positive,"userMentionToken great trip today! thanks to the crew flying us home, they were fantastic! urlToken"
681459751,neutral,userMentionToken celebrates 15-year anniversary with new livery - digital journal urlToken
681459752,positive,userMentionToken awe you guys are great can't wait to travel with you again soon!!!
681459753,positive,userMentionToken yes! announced we will take off. you're on it! thank you!
681459754,positive,"userMentionToken also, thanks for your prompt replies. i'm really impressed--and you're not just brushing me off. much appreciated!"
681459755,neutral,"userMentionToken what about if i booked it through orbitz? my email is correct, but there's a middle party."
681459756,positive,userMentionToken it's been a while since i've angry tweeted an airline. apparently you read my mind before i could bitch. thank you for the credit.
681459757,neutral,userMentionToken it was at jfk airport right now
681459758,neutral,userMentionToken that's pretty nice. are flight credits automatically given after the flight? i also wish there were a lounge i could sleep in.
681459759,positive,"userMentionToken valentinesday email was on point &amp; so clever! thanks for being amazing, jetblue! loveisintheair urlToken"
681459760,negative,"userMentionToken she claimed that she did, but i was not happy with the way i was treated."
681459761,negative,"userMentionToken ripped my suitcase. i then was yelled at with attitude from geraldine, your employee at the baggage center.worst airline= jetblue"
681459762,negative,"userMentionToken shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! jetbluejfk"
681459763,negative,"userMentionToken that makes sense. it sucks, though, because now i'll be stuck in the airport for 5+ hours and late flight to my meeting."
681459764,positive,userMentionToken thank you for help and quick response
681459765,neutral,userMentionToken new ceo seeks the right balance to please passengers and wall ... - daily journal urlToken
681459766,neutral,userMentionToken flight 705. ewr to fll
681459767,neutral,userMentionToken userMentionToken hi! know a pastor or homeschool mom who might like spirited? have 'em contact me on prefundia: urlToken
681459768,neutral,userMentionToken don't know if u define that as a controllableirregularity
681459769,negative,userMentionToken the gate agent said our original plane got de-icing fluid in the engine that created a short so they took the plane out of service
681459770,positive,"userMentionToken big shoutout to the crews on 2017 bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 bos &amp; 6 jfk. long day of delays made better by them!"
681459771,negative,userMentionToken 6 hour delay. supposed to land at 9pm now it's 3am. still not boarding. epicfail
681459772,positive,userMentionToken first airline to use applepay in flight airlines
681459773,negative,userMentionToken i hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; i couldn't get my boarding pass
681459774,positive,userMentionToken thanks for having us hang out at tampa airport forever today!!! it's really been an awesome experience
681459775,neutral,userMentionToken new ceo seeks the right balance to please passengers and wall ... - alaska highway news urlToken
681459776,negative,"userMentionToken honestly i m glad you didn t cancelled flight the flight, just that i ll be driving home at 3-4 am now. :/"
681459777,negative,userMentionToken bag just delivered and items have been stolen. at first look - my kate spade bag and bottle of spiced rum! wtf!!
681459778,negative,"userMentionToken i'm disappointed my flight was cancelled flighted, mostly because i was excited to listen to the song ""i'm blue"" while flying on jetblue."
681459779,positive,userMentionToken userMentionToken no but my friend in the picture - phillip heller (jfk ifc) did and he said it was delicious!
681459780,negative,"userMentionToken flight delayed 3x(!) and still not taking off on time, &amp; greeting me at my seat (yes it's gum &amp; garbage): urlToken"
681459781,positive,userMentionToken awesome thanks! thanks for the quick response. you guys rock! :)
681459782,neutral,userMentionToken sent
681459783,positive,userMentionToken app just reminded me i will be flying to fll in 2 weeks. chillycvz thankgoodness userMentionToken family friends sunshine
681459784,neutral,userMentionToken sure! email screenshot below. link: urlToken urlToken
681459785,positive,userMentionToken i just wanted to say flight attendant fitz was the best tonight on flight 1326 bwi/bos. great guy and made the flight fantastic!
681459786,negative,userMentionToken bag is supposedly here in boston
681459787,neutral,userMentionToken received an invitation to participate in e-rewards. is this legit from jetblue? just double checking bc the site looked different.
681459788,negative,userMentionToken i don't know- no one would tell me where they were coming from - i would guess so as that's where we had all the changes to flights
681459789,negative,userMentionToken i get sunday due to weather and ok monday they're busy but this is crazy
681459790,neutral,userMentionToken i have the emails that they are on their way
681459791,negative,userMentionToken supervisor humiliated us and was uncompromising. we were completely blindsided!
681459792,negative,userMentionToken offered to pay for tix at the airport bc we were never told that our reservation didn't go through. was told i could pay $2275 pp.
681459793,negative,userMentionToken right now completely pissed off
681459794,negative,"userMentionToken i've had no shampoo, no winter coat no deodorant no flatiron and the rest if my stuff since sat"
681459795,negative,userMentionToken my sil bought tix for us to nyc. we were told at the gate that her cc was declined. supervisor accused us of illegal activity.
681459796,negative,userMentionToken dispatcher keeps yelling and hung up on me!
681459797,negative,userMentionToken now when i call it's still at the warehouse and might be going out tonight
681459798,negative,userMentionToken they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8
681459799,negative,userMentionToken flight from dca to bos has no heat ohno bundleup leastthebeverageswillbecold
681459800,neutral,userMentionToken yep it's for tomorrow.
681459801,negative,userMentionToken userMentionToken unfortunately that's not an available option with our current system. sorry guys. that's a certain fail fix it plz.
681459802,negative,"userMentionToken received horrible customer service at lax on 2/11. reservation cancelled flighted without notification, despite having confirmation number."
681459803,negative,"userMentionToken flight was cancelled flighted. do i need to file a claim for the $50 credit i'm entitled to per yr bill of rights, or will it just be issued?"
681459804,negative,"userMentionToken why not just take her info in the beginning and if cut off, call back? we do that in my medical practice. we are frequent flyers :("
681459805,positive,userMentionToken is definitely my new favorite airline.
681459806,positive,userMentionToken i will try that. thanks! if all else fails i will just do the old fashioned method tomorrow morning.
681459807,neutral,userMentionToken all up to date. can't update via google play.
681459808,negative,userMentionToken are there issues with the mobile boarding passes? my app keeps crashing when i try accessing. thanks!
681459809,neutral,userMentionToken becomes first airline to accept apple pay - future travel experience urlToken
681459810,negative,"userMentionToken well, your new baggage fees, fare structures and reduced legroom has turned you into every other hated carrier in the us. congrats"
681459811,positive,userMentionToken thank you for your excellent customer service - resolved issue quickly.
681459812,negative,"userMentionToken yes, well they are operating outside of your terminal and targeting vulnerable passengers. no better than thieves."
681459813,negative,userMentionToken that's not an option for us. so how can we help each other fix this? i would've made the change earlier if given accurate info.
681459814,negative,"userMentionToken well, now saying our flight is going to be cancelled flighted &amp; that by not changing earlier, we missed our chance to get out tomorrow. 1/2"
681459815,negative,userMentionToken tell your employees that!
681459816,negative,"userMentionToken even userMentionToken responded quicker via twitter when they fail.... still on hold, hoping no one books the flight . . . . . userMentionToken fail"
681459817,negative,userMentionToken ah yes. put the bags on the floor instead of the overhead bin so no one trips. safetyfirst sarcasm
681459818,negative,userMentionToken where exactly can i leave a note
681459819,neutral,userMentionToken accepting apple pay - mobile enterprise urlToken
681459820,negative,"userMentionToken guys, really bad userMentionToken fail . someone better call my wife back to get this handled. 203-382-3312 while she waits on hold...."
681459821,negative,userMentionToken fail my wife on the phone asking to switch flight times. in mid switch gets disconnected. now cancelled flightled! no new time! no call back
681459822,positive,userMentionToken that's great! thank you.
681459823,negative,userMentionToken they tried to have us towed. do you think i'll be flying out of your terminal again? risk of $75 fine from corrupt police official
681459824,neutral,userMentionToken selfie on the flight 83 from jfk to orlando . with userMentionToken urlToken
681459825,negative,userMentionToken ticket issued whilst delivering your customers.
681459826,negative,"userMentionToken understand that, but this policy of targeting your passengers is not good for business and should be addressed with security"
681459827,negative,always been a userMentionToken fan but maybe next time i'll fly userMentionToken for real customer service.
681459828,positive,userMentionToken i agree!!! if only there was a frequent tweeter discount so i could fly to see more friends! userMentionToken userMentionToken
681459829,negative,userMentionToken understood ... but could i go and put myself on the standby list 5 hours prior to my flight?
681459830,negative,userMentionToken the whole plane. hoping for better luck on the return flight sunday.
681459831,negative,"userMentionToken so i'm penalized for packing lightly, having 1 bag and paying extra for a seat?"
681459832,negative,"userMentionToken dropping passengers with small baby and 3 infants at your san juan terminal. as unloading baby, officer writes me ticket for $75"
681459833,negative,userMentionToken the tv. wifi was spotty. it's just a nice feature for a x country flight. still won't keep us away lovejetblue
681459834,negative,userMentionToken so technically i could drive to jfk now and put in. request for tomorrow's flight?
681459835,negative,userMentionToken why did i pay for extra space to be forced to put my backpack under my seat? its my only bag. flight 135. unprofessional.
681459836,negative,userMentionToken we were on b6 619 this morning from boston to beautiful san diego. we really were bummed the satellite was broken. :(
681459837,neutral,userMentionToken knew that ... has to be done at the gate correct? if so what time does gate open
681459838,positive,"userMentionToken philly lost and read program - our customers get hot tea, great crewmembers, top notch info &amp; now books! urlToken"
681459839,neutral,"userMentionToken flight 152 (n559jb) ""here's looking at blue kid"" departs userMentionToken enroute to userMentionToken urlToken"
681459840,neutral,"userMentionToken punta cana, to enjoy weather n see my wifes family"
681459841,positive,userMentionToken and we are glad to see what is going on and fix! userMentionToken please dm me your confirmation # so we can check.
681459842,negative,userMentionToken just lost my business enjoy your profits
681459843,negative,userMentionToken i would drive 2 1/2 hours to jfk to board jetblue to vegas instead of closer hartford airport. cramming more seats on plane.no more
681459844,neutral,userMentionToken - i will for sure. but my tsa-pre works with other airlines. why is jetblue different?
681459845,positive,userMentionToken will call. thank you!
681459846,negative,"userMentionToken yes, today. flight is full now. they said no to me at gate :("
681459847,neutral,userMentionToken are departing flights from boston heavily delayed? flying out tomorrow morning ...
681459848,positive,userMentionToken still love you guys. but get me to vegas already!
681459849,positive,userMentionToken gary who is serving us at fll airport counter is really true blue! makes me feel at home even when a jetblue flight is delayedl
681459850,neutral,userMentionToken is there no way to switch to earlier flight to jfk even if i checked a bag?
681459851,negative,userMentionToken this is not a flight delay this is horrible planning on jet blue!!! jetblue
681459852,negative,userMentionToken insane the craziness i've seen with jet blue today at newark delayed 3 hours and now we are waiting for a pilot!! jetblue
681459853,neutral,userMentionToken hi! does my upcoming flight 2168 from west palm to hpn have fly-fi?
681459854,positive,userMentionToken tried again. lovely customer service. thank you!
681459855,positive,userMentionToken so happy you can accommodate peanut/treenut allergies on flight! 1st online cover from air provider
681459856,positive,userMentionToken userMentionToken always happy to help!
681459857,positive,"userMentionToken we have just landed, thank you anyway. btw, flight staff on flight 654 were wonderful despite their full day and heavy load."
681459858,negative,"userMentionToken we are delayed, until he arrives"
681459859,negative,userMentionToken userMentionToken the highlight of being delayed freeconcert
681459860,negative,userMentionToken whose performing at t5
681459861,neutral,userMentionToken is it only $50 for my 2nd bag? 1st bag too full..
681459862,negative,"userMentionToken flight 894, first officer not even at the airport wow!!!!!! unreal, staff waited until we all boarded to announce we are delayed."
681459863,positive,userMentionToken ceo battles to appease passengers and wall street - urlToken urlToken
681459864,negative,userMentionToken - why does my tsa-pre work with every airline but you? i pay good money for that. spent 30 mins on phone to fix to zero success.
681459865,neutral,"userMentionToken that's right! :) game, set, match."
681459866,negative,"userMentionToken yes, 3 times. i need some one to call me and help me change a flight. i can't do online. thanks."
681459867,negative,userMentionToken pls send an it tech 2 baggage office. poor guy is trying 2 print my claim &amp; can't. i need 2 get home. upgrade 2 userMentionToken printers mfps
681459868,positive,userMentionToken userMentionToken userMentionToken you take to me places userMentionToken simply can't...like non-stop to st. lucia.
681459869,neutral,"userMentionToken flight 1133 (n353jb) ""blue la la"" departs userMentionToken enroute to san juan international airport urlToken"
681459870,positive,userMentionToken this makes me happy. i hope these aren't empty promises.
681459871,negative,userMentionToken dropped 3x in past hour
681459872,neutral,"seriously, i want to work on the jetblue social team userMentionToken userMentionToken urlToken"
681459873,neutral,userMentionToken call me when you do and we ll have to hook up!
681459874,negative,userMentionToken ive called you 3 x &amp; waited on hold 10 min each time to be disconnected each time. enraging! i need to speak to someone! help
681459875,neutral,userMentionToken the usa help line. i accidentally booked a flight on a thursday instead of a wednesday and want to switch
681459876,neutral,userMentionToken if you have well-priced flights to oahu - we could be best friends. userMentionToken
681459877,positive,userMentionToken we don't need anybody else!
681459878,negative,userMentionToken any idea where the plane for flight 672 is coming from? i thought flight 305 from jfk but that wouldn't explain delay.
681459879,neutral,"userMentionToken it's for me, i spoke with a rep on the phone who suggested i ""voice a concern"" via ""email us"" on your site. i did a few moments ago"
681459880,negative,"userMentionToken pls find my bag, i need 2 get home! very frustrating. hope my bag is somewhere in userMentionToken leaving the jfk w/o my luggage."
681459881,negative,"userMentionToken tried calling multiple times, i just wait and when it finally connects i get hung up on"
681459882,neutral,userMentionToken airways sees significant drop in short interest (jblu) - mideast time urlToken
681459883,neutral,userMentionToken no not yet. i will notify them. i'm new at this!
681459884,positive,userMentionToken thanks!
681459885,neutral,"userMentionToken don't worry, i'm gonna share with my row!"
681459886,positive,first base already? i like your style userMentionToken
681459887,negative,"userMentionToken hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" customer service forwarding to their cell phones? c'mon"
681459888,neutral,userMentionToken does your home airport not count in the badge system? my tb account says 2 flights but i've taken 3 this year.
681459889,neutral,userMentionToken is bag check cut off 30 minutes before the original departure time or the estimated time shown online?
681459890,neutral,"userMentionToken i know where you guys jet! lol, but if you love me so much, help a brother out :) hot weather, great nightlife, 2-3 hour flight"
681459891,neutral,userMentionToken airways adds new charter flight to cuba - travel wires (blog) urlToken
681459892,neutral,"aww, is it? userMentionToken i guess now i need to book a flight to somewhere warm asap! any suggestions?"
681459893,positive,userMentionToken love traveling with jetblue. cant wait to go to paris oui oui!!! nyc was awesomeee!
681459894,negative,userMentionToken but if customer service ment anything to you.... you would try. quoting policy is never effective customer service.
681459895,neutral,userMentionToken thank you. is there a possibility it will change?
681459896,positive,userMentionToken thanks!
681459897,neutral,userMentionToken are we good?
681459898,positive,userMentionToken thanks for the upgrade !! so far so good. keepitup urlToken
681459899,positive,userMentionToken userMentionToken thank you! i like the quick response on twitter!
681459900,positive,userMentionToken this could be the beginning of a bluetiful relationship :) lifeneedsfrosting
681459901,negative,userMentionToken apparently not.
681459902,negative,userMentionToken why are we delayed :( flight 1601
681459903,negative,"userMentionToken continue button generated a trip to ""plan your trip page"" regardless of how far along i was in flight booking problems process hint: the end of it"
681459904,neutral,userMentionToken marks 15th birthday with userMentionToken a320 painted in 'blumanity' paint job urlToken
681459905,neutral,"userMentionToken i would fly to washington dc to see the actual constitution and the declaration of independence, in honor of a us navy friend."
681459906,neutral,userMentionToken what is the name of this tailfin? urlToken
681459907,neutral,userMentionToken new ceo robin hayes battles to appease passengers and wall street - business in savannah urlToken
681459908,neutral,userMentionToken we re looking for our next flyingitforward flier from dc tell us where you'd fly &amp; why urlToken userMentionToken
681459909,positive,userMentionToken haha you're doing everything right! don't change a thing! slash this twitter engagement just makes you even cooler! bestairline
681459910,positive,userMentionToken thank you. just sent msg.
681459911,neutral,userMentionToken i did get the email. thought i wasn't supposed to reply to those
681459912,neutral,userMentionToken i applied for a job at pdw where could i go for follow up. i'd really love the job ilovejetblue
681459913,neutral,userMentionToken connecticut
681459914,neutral,userMentionToken i would fly somewhere hotter then here. puerto rico here i come. lol
681459915,positive,userMentionToken great smooth flight too!
681459916,neutral,userMentionToken i would go for 3rd time to jamaica to volunteer w/ at risk youth flyitforward dc stpatricksfoundation rotary
681459917,neutral,userMentionToken airways short interest down 3.5% in january (jblu) - sleekmoney urlToken
681459918,positive,userMentionToken i would love for you to fly my best friend home to pvd for a weekend. urlToken
681459919,neutral,"userMentionToken do they have to depart from washington, d.c.??"
681459920,negative,userMentionToken remember - i'm very doubtful and not very hopeful :(
681459921,positive,userMentionToken thank you for the service credit. and to userMentionToken for positive thoughts.
681459922,negative,userMentionToken i'll give u a chance but i don't think i'll fall for it backtodelta
681459923,positive,userMentionToken great thanks
681459924,negative,userMentionToken userMentionToken be responsible for replacing it
681459925,negative,userMentionToken userMentionToken new stroller. the travel credit doesn't help cover the cost of a new stroller. your crew ruined it and therefore should
681459926,negative,userMentionToken userMentionToken i just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a
681459927,negative,userMentionToken heard about the charge for 1st bag and tighter seats - no need to be a loyal jb customer anymore!
681459928,neutral,"userMentionToken i'm getting info from the website, but needing to check it and the alerts would be much more beneficial."
681459929,negative,userMentionToken is there something going on with your alerts? flight's been delayed several times for my parents and i'm not receiving any alerts.
681459930,positive,userMentionToken i will. i love flying with you all. great service.
681459931,neutral,userMentionToken new ceo seeks the right balance to please passengers and wall ... - times colonist urlToken
681459932,neutral,userMentionToken haha. i figured that. i was meaning there's no return flights out of charlotte. it's like n/a for a week plus
681459933,neutral,userMentionToken rocking the tim mcgraw hold music
681459934,positive,"userMentionToken thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily thanksdave urlToken"
681459935,neutral,userMentionToken 2:55 tomorrow from ric to bos. looking good or am i better rescheduling?
681459936,negative,"userMentionToken hard to tell, but was told wifi only worked for one side of the plane."
681459937,negative,userMentionToken just learning about your famous apology in social media marketing. is twitter an asset for jet blue now? userMentionToken
681459938,positive,userMentionToken learning about your awesome twitter management today in my social media marketing class! keep up the good work! userMentionToken userMentionToken
681459939,negative,"userMentionToken i normally you, but this late flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly"
681459940,negative,userMentionToken userMentionToken it doesn't matter who you directed me to. it's the principle of the matter. when i gate checked the stroller it was
681459941,positive,userMentionToken - bluemanity brought tears to my eyes. jetblue' s commitment to giving back to the crewmembers and the community is aww inspiring!
681459942,negative,userMentionToken 117 days maybe.
681459943,neutral,userMentionToken userMentionToken for me it s not until 6/15.
681459944,neutral,"userMentionToken well, i try! see you soon!! userMentionToken"
681459945,positive,userMentionToken userMentionToken i like the inflight snacks! i'm flying with you guys on 2/28! jvmchat
681459946,positive,"userMentionToken userMentionToken userMentionToken awww ^ ^ r to the t, realtime appreciation from jetblue rockingthetweets jvmchat"
681459947,neutral,userMentionToken userMentionToken good. i want extra peanuts on my flight then. lol. jvmchat
681459948,positive,"userMentionToken userMentionToken yes! great real-time example. thanks for being awesome, jetblue! jvmchat"
681459949,neutral,userMentionToken alittle more money to book our flights... we're 1/2 way there :)
681459950,positive,userMentionToken userMentionToken haha. you didn t disappoint. well done. jvmchat
681459951,positive,userMentionToken was just at t5 a little over a month ago. userMentionToken you guys are great thanks for everything!
681459952,negative,userMentionToken figured but delay is listed at almost 2 hrs. thanks for being great! cheers
681459953,neutral,"userMentionToken if my flight says delayed with estimated departure listed, can i arrive at airport late flightr?"
681459954,neutral,userMentionToken new ceo seeks the right balance to please passengers and wall ... - weyburn review urlToken
681459955,negative,"userMentionToken glitches on website re: flight booking problems travel &amp; checking in. nothing between ur site &amp; the airport was communicated, it was a nightmare."
681459956,positive,userMentionToken thank you!
681459957,neutral,userMentionToken okayyyy. but i had huge irons on way out. promise no shenanigans?
681459958,neutral,userMentionToken how do i get a copy of my last flight showing original time and delay? i need it for work. thanks!
681459959,negative,userMentionToken as much i have paid in fees. plus hotel and food because of your changes i could had flown with a more reliable airline no2jetblue
681459960,neutral,userMentionToken ceo battles to please wall st and flyers - from userMentionToken urlToken
681459961,positive,userMentionToken huge fan of great brands and people doing great things you guys rock happy to share the love!
681459962,negative,"userMentionToken been dealing with a cancelled flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see ella perform lol"
681459963,positive,"userMentionToken tough choices but i did all simultaneously! as a business traveler, best experience in a long time. wishmyflightwaslonger what"
681459964,positive,userMentionToken thanks!! great service in t5 already! lovejetblue
681459965,positive,userMentionToken i did... flyfi worked well and was free aboard this flight
681459966,negative,userMentionToken and they are telling me i got to get another hotel and food...so spend more money because you guys made me miss my connection
681459967,negative,userMentionToken already spent $300 to stay at hotel last night due to you guys rescheduling my flight. since my cancelled flightation i've spent almost $500
681459968,positive,userMentionToken seems very likely.
681459969,negative,userMentionToken they are rude and unhelpful. they suggested i catch a flight tomorrow i was supposed to be home today at 2 am and work is waiting
681459970,neutral,userMentionToken ceo battles to appease passengers and wall street - urlToken urlToken
681459971,neutral,"userMentionToken unfortunately no, but hoping i can catch one sometime in the near future!"
681459972,negative,userMentionToken why is my flight delayed 2.5 hours. this is insane. every other flight has made it to nyc.
