id,sentiment,text
681462104,negative,userMentionToken merging aa and dividendmiles yield an error. what are the exact steps to navigate the phone menu? all i get is a computer.
681462105,negative,userMentionToken 2066. was on plane from pbi to clt and knew about the frozen water. also saw a plane to nyc take off at the gate next door!
681462106,negative,"userMentionToken and next flight delayed as well. 5238 out of charlotte, is it just my luck or what?"
681462107,positive,userMentionToken just talked to reservation. must congratulation to them. very friendly. good for usair. the only airline we fly.
681462108,neutral,userMentionToken i am just trying to establish what your policy is. thanks!
681462109,negative,"userMentionToken fight was delayed 3 hrs in mco, now i'm stuck in philly with a standby ticket, flight 4009. solution needed."
681462110,neutral,userMentionToken sure did. i have carried this bag on numerous times on the same style plane. planning accordingly apparently accounts for nothing
681462111,negative,userMentionToken know what i like about gate 35x userMentionToken ? nothin.i like nothin bout yo ghettofab gate usairways urlToken
681462112,negative,userMentionToken i've tried calling 3 times the past 3 days and i keep getting told to call back. someone please help me
681462113,negative,userMentionToken gate agent in clt forced me to check bag in z1 &amp; proceeded to allow larger bags. huge inconvenience to travel plans.
681462114,neutral,userMentionToken it's vegas baby who doesn't have a good time in vegas lol
681462115,neutral,userMentionToken me and my wife will be flying out of atlanta to vegas on march 7th since couldn't get any out of tricities here in tn
681462116,negative,"userMentionToken worst customer service. ticket was 180 and fee is 200 it's ""not worth it"" for them accommodate me given circumstances in bos"
681462117,negative,"userMentionToken see? no response? obviously you think this ""service"" is acceptable. customerservicefail"
681462118,negative,"userMentionToken we're sincerely sorry, sean. reservations is working hard to answer everyone's call and we appreciate your patience. false"
681462119,neutral,userMentionToken absolutely
681462120,negative,userMentionToken it wasn't weather this morning. awe1701 diverted back to bos due to mechanical issues. so far lost one of 3 days :(
681462121,negative,userMentionToken i have been in contact with 3 people and still no answers. you keep sending me to userMentionToken and they keep sending me to you!
681462122,negative,userMentionToken userMentionToken no one appreciates the sass of the gate agent at gate c38 at lga flight us626. irritated customers
681462123,negative,userMentionToken how do i get you to stop sending me emails about my ex boyfriends account? i don't care how many points he has! he only has
681462124,negative,userMentionToken we have seats. on phone iwas told i was getting error msg due to paid 1st class upgrd. told to check in after 12am.sound right?
681462125,negative,userMentionToken waiting for bags now over 25min in phl bag claim!
681462126,positive,userMentionToken awesome! flight 676 out of philly on tuesday. party in row 15 if you're interested.
681462127,negative,userMentionToken flight is already over. i think the airline should just have the flight attendants actually emphasize that vape is still smoking
681462128,negative,userMentionToken call volumes are high so the best answer is to hang up on me?
681462129,positive,userMentionToken i got through and am able to switch my flight with no charge. thank you
681462130,neutral,userMentionToken will you please start offering more routes out of userMentionToken to more locations instead of just charlotte and atlanta
681462131,positive,userMentionToken welcome to north texas us air / american air employees. housing and education are great opportunities in the gr8 state of texas
681462132,neutral,userMentionToken oh they saw it and said nothing.
681462133,negative,userMentionToken yes but lost a whole day. frustrating!! poor customer service
681462134,negative,userMentionToken saddens me that my first tweet - ever - has to be a complaint about customer service.
681462135,negative,"userMentionToken trying to check in online for a flight tomorrow. tried computer, tablet, and phone. got error message on all devices?"
681462136,negative,userMentionToken userMentionToken how do i merge my miles accounts? your sites tell me my info don't match even though i can't find a difference.
681462137,negative,userMentionToken yes had to go pick up and pay 40 cab ride very rude employee poor customer service
681462138,neutral,userMentionToken can i bring mini bottles of booze on to my flight?
681462139,negative,userMentionToken your staff at lax really messed up on this one. failing to scan my suitcase tag.
681462140,negative,userMentionToken not happy with start of trip! cancelled flightled flight poor customerservice
681462141,neutral,userMentionToken nice try. doesn't apply to philly.
681462142,neutral,userMentionToken what is your policy around bringing a breast pump on board?
681462143,positive,"userMentionToken thanks. no dc yet, i see. i will keep that link and check back. appreciate it!"
681462144,negative,userMentionToken i'm glad too. but i should not have to spend an hour to try and track down the basic information that you already have available.
681462145,neutral,userMentionToken will you guys be offering no-fee changes for flights out of dca tomorrow afternoon?
681462146,neutral,userMentionToken how can i get ahold of a reservations supervisor?
681462147,negative,userMentionToken i called the btv desk; they had more information - so it exists. your systems don't make it easy for the customer to access it.
681462148,positive,"userMentionToken awesome! and yes, userMentionToken is!"
681462149,negative,userMentionToken that website does not give correct info said my bag was in miami was in key west the entire time..i got the run around for 2 days
681462150,negative,userMentionToken was on hold for about 45 minutes after speaking 2 lady at the airport counter. gave up
681462151,negative,userMentionToken i just want to find my bag so i won't have to go through the hassle of trying to claim what was in my suitcase usairwaysfail
681462152,negative,"userMentionToken literally all that says is ""case open"" what good is that to me?"
681462153,negative,userMentionToken no you not sorry. i am trying 2 add a day 2 my vacation but there is a $200 charge just 2 change flights
681462154,positive,userMentionToken melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!
681462155,negative,"userMentionToken the two women workng phl bag check term c @ 11:30 et should be fired for being rude, pushy and treating customers with disrespect"
681462156,positive,userMentionToken best gagent in a long time - danny b. for us628 dfw-clt. appreciated how up to date he kept us during irrops. super professional!
681462157,positive,"userMentionToken good news, we got fixed."
681462158,negative,userMentionToken don't bother wasting your time! userMentionToken will send u a form letter &amp; let u choose a gift certificate. worstcustomerservice
681462159,neutral,userMentionToken thanks is there a beareavement discount anymore or not should i just book online
681462160,negative,userMentionToken and now that flight pushed back to 2:35pm departure.
681462161,negative,"userMentionToken -not just this trip, been a few. ur saving grace is ur cheaper flights. now willing to pay more 4 bttr service on bttr airlines."
681462162,negative,userMentionToken horrible experience to key west lost luggage called to check &amp; was told not to call back reconsidering my flight back
681462163,positive,userMentionToken thank you!
681462164,negative,"userMentionToken i needed to be at my destination by lunchtime today. no one could get us on a flight, but i've since learned userMentionToken had one!"
681462165,neutral,"userMentionToken yes, i get that. i m asking: specifically, what will you do with the feedback i ve given you?"
681462166,negative,userMentionToken delayed i'm charlotte big surprise
681462167,negative,"userMentionToken cancelled flightled flight, 50 person line and one agent helping to rebook. you could've handed this one better. urlToken"
681462168,negative,userMentionToken same here! on hold for an hour &amp; then told userMentionToken has done all it is willing to- which was apologize. stillnotonmyflight
681462169,negative,userMentionToken what is happening with flight 1701 from bos to phl? daughter and her fianc e are stuck in bos!
681462170,negative,"userMentionToken isn't it funny that userMentionToken just apologizes, but doesn't actually take steps 2 go above &amp; beyond for customers? notimpressed"
681462171,negative,"userMentionToken 2133. flight now cancelled flightled. have been rebooked on 2pm flight. if on time take off, i'll have spent 5 extra hours at dca."
681462172,negative,"userMentionToken we've been sitting on this plane for almost an hour, waiting for it to be fueled. shouldn't that have been done b4 we got on????"
681462173,positive,userMentionToken thank you
681462174,negative,userMentionToken can i get a free mimosa to compensate my flight delay (yet again) thx
681462175,positive,userMentionToken reservation agent on the phone did a great job.
681462176,negative,"userMentionToken get ur act together, start treating ur passengers w/ kinder, have more sanitized planes. take a page from userMentionToken perhaps."
681462177,negative,userMentionToken is a joke. stop losing my luggage!
681462178,neutral,userMentionToken can i book using some sort of breavement program? i need to get home for my pops funeral
681462179,negative,"userMentionToken i've been on hold for 35 mins to sort out my reservation out of sync message when trying to check in, what's wrong?!?"
681462180,neutral,userMentionToken thank you. but i don t understand. what will you do with my feedback?
681462181,negative,"userMentionToken has no idea what customer service means. as the customer, if you mess up my plans, don't treat me like its no big deal!"
681462182,negative,userMentionToken still on hold. 1 hour and 45 minutes and counting. platinum? who cares? problems checking in? who cares?
681462183,negative,userMentionToken how about a little help for the two gate agents trying to rebook flight 1707?
681462184,negative,userMentionToken i respect the stress of a merger but one rep to reschedule/replane 15 ppl who are already late flight? youcandobetter
681462185,negative,"userMentionToken now i am on flight to fll, and told to take a train back to pbi to get my car. there are no trains to pbi!"
681462186,negative,"userMentionToken i fly quite a bit, and it's not difficult to communicate. if agents let people know what's happening, arrangements can be made"
681462187,negative,"userMentionToken handled on the phone. unfortunately it wiped out an entire trip, which is why i'm so displeased."
681462188,negative,userMentionToken headed to nyc from clt. funny to hear all phones ring at once and then the entire plane groan (has happened twice more).
681462189,positive,userMentionToken made it!!! send bloody mary's to row 27!!!
681462190,neutral,"userMentionToken 5223 out of gainesville, fl"
681462191,negative,userMentionToken i already let them know and sent 4 complaints. got a call back finally when i was asleep and there is no return call back #
681462192,neutral,userMentionToken thank you for valuing my feedback. what will you do with it?
681462193,negative,userMentionToken the flights weren't from this morning... it was 4 flights 2 on thursday and 2 on monday which turned into tuesday
681462194,negative,userMentionToken i spoke with a customer service rep who was rude and curt and transferred me to eternal hold. sad. badservice mergerdisaster
681462195,negative,userMentionToken your customer service is a nightmare. i have been on hold for 1 hour. i'm a platinum member with aa and feel like it's worthless
681462196,negative,"userMentionToken never let's me down, every. single. flight. gets delayed."
681462197,negative,userMentionToken sitting on the ground in charlotte with no gate or comms for flight deck great happy friday hope i make my connection
681462198,neutral,userMentionToken done
681462199,neutral,userMentionToken made it.. never ran so fast in my life
681462200,negative,userMentionToken i've been standing on a very crowded bus for the past 30 mins for dca-pit. help! userMentionToken urlToken
681462201,negative,"userMentionToken thanks, but you can't. my flight was cancelled flightled for ""maintenance"" reasons, and the next available flight was too late flight for me."
681462202,negative,"userMentionToken yes, i was rebooked the next day (weds). thanks. just upset that i lost 2 additional work days and paid for my own hotel. losing"
681462203,neutral,userMentionToken call gate d9 in clt and get me on this flight
681462204,negative,userMentionToken suppose i need to tweet everyone how horrible your airline is for you to take notice. let me try that route.
681462205,negative,"userMentionToken 835, fix this asap"
681462206,negative,userMentionToken no. just felt that you could do better in making the emails feel a little less of we don t care. we re automated.
681462207,negative,"userMentionToken userMentionToken , you cancelled flightled my flight back during the holidays and gave me a refund of $8.51/ticket from phl to ewr, really?!"
681462208,negative,userMentionToken i'm logged into a flight booking problems. i need to add api before travelling to the states but i cannot see where to do it
681462209,positive,userMentionToken thanks for helping with reflight booking problems cancelled flightedflight yvonne anthony. you will help us get to tel aviv on time. happyfriday
681462210,positive,userMentionToken big thanks to yvonne anthony from the chairman's desk. top tier customer service today. outstanding service &amp; support.
681462211,negative,userMentionToken now the plane is 100 degrees and we are burning up. this is completely illegal.
681462212,negative,userMentionToken are you fucking kidding me??? urlToken
681462213,negative,userMentionToken now siting on tarmac in philly for another 15 minutes. this is so lame. sorry doesn't help. this is terrible.
681462214,negative,userMentionToken what is the damn delay????
681462215,negative,userMentionToken it would be nice to just pull up to the gate. still sitting here
681462216,negative,userMentionToken app is the worst one for airlines. can't do anything once your original flight time has gone by. useless.
681462217,negative,userMentionToken has completely wasted my work day! thank you for the bad service and bad friday!
681462218,negative,"userMentionToken and also, it's great that you tweet @ complainers, but what about the in-person help when i need it? robyn f. in manch = useless."
681462219,negative,.userMentionToken you'll be receiving a long &amp; detailed complaint letter soon. long story short: never flying usair again.
681462221,negative,"userMentionToken thanks for making miss connection, getting rebooked, missing that too, and a miserable day. started my day @ 4:30am for nothing!"
681462222,negative,"userMentionToken need to learn operations. sit a plane overnight at gsp, and not realize there's a mech problem. then delay flight 3 1/2 hours!"
681462223,negative,"userMentionToken that the flight was delayed &amp; closed the doors only to tell us we would not be leaving for an hour and a half. bad, bad service"
681462224,negative,userMentionToken why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
681462225,negative,userMentionToken he overflowed over the armrest and under with legs sprawled. you should refund me i had no choice. grossedout
681462226,positive,userMentionToken i appreciate your prompt response.
681462227,negative,userMentionToken nothing was available. male flight crew was not nice/dismissive. big guy was standby and probably didn't even pay for choice
681462228,negative,userMentionToken well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.
681462229,negative,userMentionToken i did not want to hang out on your plane all day when i am traveling to get work done and turn right back around. unacceptable
681462230,negative,userMentionToken doesn't seem likely bc your team failed to scan my bag in lax and you recycle bagtag numbers that doesn't help usairwaysfail
681462231,negative,userMentionToken this is a complete waste of my day. a trip to my for work has now turned into sitting on your planes all day. ridiculous
681462232,negative,userMentionToken we should have been given the option to get off the plane not sit on it for a time longer than our actually flight.
681462233,negative,userMentionToken the plane is moving and it's no ice. we are moving to the end of the runway to sit because lga has one runway open.
681462234,neutral,userMentionToken of course weather was a joke 43 beats 5 degrees in phl!
681462235,negative,userMentionToken nothing was available. male flight crew was not nice/dismissive. big guy was standby and probably didn't even pay.
681462236,negative,userMentionToken is setting themselves up for a lawsuit. no way we should sit on a plane for an hour and a half.
681462237,positive,userMentionToken thks us 1786 2/19 phl to fll. overall 1st class has improved with more food now on phl to fll and most crews are super.
681462238,negative,userMentionToken i want to not sit on a plane from dca to lga for an hour and a half which is longer than my flight.
681462239,negative,userMentionToken this is so unacceptable. i'm going for the day. now most of my day will be sitting on your plane. not to mention there is no air
681462240,negative,userMentionToken is moving the plane to the end of the runway for us to sit on it for an hour and a half. they didn't even let us off.
681462241,negative,userMentionToken hi is there somebody avail who can help . . . . .with an refund ? its unbelievable on the phone w us for more than 7 hrs in 4 days
681462242,negative,userMentionToken plus a us airways - you need to do something about this! i left philly to thaw out!!!! urlToken
681462243,negative,userMentionToken ordered a scotch &amp; water and f/a asked if i wanted full glass or half? 60 yrs old and first time ever asked that????
681462244,negative,"userMentionToken yeah, the mark was like a mile back. also we're an hour late flight. so thanks a ton for the great service today."
681462245,negative,userMentionToken we got 1 drink then f/a sat in jump seat doing crosswords. glasses picked up at landing. just a very lazy service 4 first class.
681462246,negative,"userMentionToken paid for a choice seat my choice is to not have big man next to me in my seat, too. oldseatnocushion worstflight nohelponboard"
681462247,negative,userMentionToken first class no snack basket was catered so drinks only no preflight drink or coathanging 1st drink service 50 min after take off
681462248,negative,"userMentionToken you told us last night that there was a ground stop at o'hare four hours after obama landed, stop blaming someone else"
681462249,negative,userMentionToken 428 delayed due to frozentoilet medicalissue mechanicalissue dispatchissue we've heard it all! letsgo
681462250,negative,"userMentionToken ""able""? does that mean not having private conversations and not helping those w/ luggage that won't fit overhead?"
681462251,neutral,userMentionToken 1826 trying to make a connection to punta cana leave phl at 9:50
681462252,negative,userMentionToken is the worst. 45 minute delay in boston. not weather relate flightd. going to miss our connecting flight. gassing up the plane issue.
681462253,negative,userMentionToken is the worst!! still haven't left.. everyone missing connections.
681462254,negative,userMentionToken today's flight to philadelphia. it's a little disappointing for the unnecessary delays and it's not even snowing in fl.
681462255,negative,userMentionToken i have been trying to book a flight using my miles for 3 straight days. 210 min on phone - still haven't talked to a human.
681462256,neutral,userMentionToken can you help me reroute my trip?
681462257,negative,userMentionToken gonna miss connecting flight.. delayed flying out of boston
681462258,neutral,userMentionToken userMentionToken i'm in the finalstretch to chairman execplat mileagerun for 6k needed any suggestions? letsgo!
681462259,negative,userMentionToken on flight 1839 waiting for weight and balance info for the past 30 minutes!!!
681462260,positive,userMentionToken thank you for refunding me on my baggage ! really appreciate it
681462261,negative,userMentionToken thanks for taking my flight off the board and not providing and updates about my flight which is 26 minutes late flight.
681462262,positive,userMentionToken userMentionToken i am so going to miss us airways. you always provided great service and never let me down.
681462263,negative,userMentionToken never again! worse experience in my life. urlToken
681462264,negative,.userMentionToken i rebooked myself - but cancelled flighting flight because crew expired after boarding is unacceptable. you started delaying at 1:30pm.
681462265,negative,"userMentionToken 7+ hrs stranded in dca...zero apologies and the worst customer service. been a faithful traveler for 15+ years, but no more!"
681462266,negative,userMentionToken this response doesn't correct the fact that your pilot failed to keep passengers updated
681462267,negative,userMentionToken been at dca at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! absolutely worse experience!
681462268,negative,"userMentionToken it was 1838, almost 5 hours late flight due to mechanical."
681462269,negative,"userMentionToken never flying usairways again. horrible experience, terrible customer service."
681462270,neutral,userMentionToken mobile boarding pass email.
681462271,positive,userMentionToken we will...sunday! just a few days away
681462272,neutral,userMentionToken i am following you now
681462273,negative,userMentionToken unacceptable. you knew the pilot wouldn't be able to complete the trip. wasted all of our time.
681462274,negative,userMentionToken i have been on three planes for flight 1907 and still haven't left the ground bad service sad
681462275,negative,userMentionToken then told to offload because the captain was over hours? this has been a terrible experience.
681462276,negative,"userMentionToken why were we loaded onto the plane (4 hours late flight, mind you), made to sit for 40 minutes"
681462277,negative,userMentionToken why load us on the flight if the captain was over the hours he could fly in one consecutive period? unacceptable.
681462278,negative,userMentionToken offloading the plane?!?!?! this is ridiculous!!!!
681462279,positive,"userMentionToken userMentionToken we're excited to have you fly with us, jb! when will this be? spring break !!!"
681462280,neutral,userMentionToken still just sitting here. nobody has said anything. what's up?
681462281,negative,userMentionToken that is actually not true! you can get a seat online after a big hassle. that policy is totally dishonest and misleading. faa
681462283,positive,userMentionToken i will. thank you for at least tweeting me back :) better than most.
681462284,negative,userMentionToken that seems unlikely without a crew here to board us
681462285,negative,"userMentionToken that's incorrect. four people, last flight of the night, with our bags. horriblecustomerservice"
681462286,positive,userMentionToken exicted to be flying with y'all soon !!
681462287,neutral,userMentionToken and that you can choose the same seat for free after clicking 100 buttons.
681462288,negative,"userMentionToken the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors"
681462289,negative,userMentionToken i ll do that in addition to reviewing on my blog. your agents were pleasant but the experience was less than :/
681462290,negative,userMentionToken your new seat assignment service is an embarrassment to airlines and customers worldwide. shameonyou usairwayssucks
681462291,negative,userMentionToken worst experience ever with you guys see my blog tomorrow on my experience. maybe you can help make it better.
681462292,negative,userMentionToken now the freezing bus is just doing circles?
681462293,negative,"userMentionToken please explain, i have plenty of time since i'm stranded!!"
681462294,negative,"userMentionToken i doubt that, its 11:21p &amp; we r still being held captive on the ground at dca! a little communication from up front would b nice."
681462295,negative,userMentionToken why does it cost $900 to change a $100 ticket when it only cost $150 to purchase a new ticket?
681462296,negative,userMentionToken 3935. sitting on a freezing bus because nobody is in the plane. what is up?
681462297,negative,userMentionToken we already spoke to someone several times about the matter and no one is sympathetic or will fly us home early complimentary.
681462298,negative,userMentionToken doesn't want me to get home
681462299,negative,"userMentionToken they don't stand alone for me, i bought tix based on usair confirmed flight. what good is confirmation if you change it anyway?"
681462300,negative,"userMentionToken dca-&gt;hpn, u r prof hostage takers.we stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!"
681462301,negative,"userMentionToken - i bet you don't, but i'm the paying customer here. i know how to check for flight delays, thank you."
681462302,negative,"userMentionToken i can't even use my return flight home because the change fees you charge are too expensive, forcing me to purchase a new ticket."
681462303,negative,userMentionToken oh great after a 5 hour delay we get to sit on the plane for another hour without it moving. flight 1137 has been awful
681462304,negative,userMentionToken that's the 1st sorry i received from your company. the least you could do is fly us home early at no extra charge.
681462305,negative,userMentionToken never flying with you guys again. extremely disorganized and too many delays.
681462306,negative,"userMentionToken my buddies are currently delayed 3.5 hours and counting in dca on their ways to cae for a golf week, any compensation? flydelta"
681462307,negative,"userMentionToken flights 890 was the delay, flight 5136 was my missed connection help!"
681462308,negative,userMentionToken the flight that i did not connect to was 1857.
681462309,negative,userMentionToken even when i do simple google search by flight number it tells me which gate so won't be that difficult am sure disappointed
681462310,negative,userMentionToken yes .not sure how you guys don't know gate is occupied and keep us waiting
681462311,negative,"userMentionToken wow! your miles program is ripoff,quick ticket fee 75$ i hope you all end up on unemployment."
681462312,negative,userMentionToken - bos -&gt; dca delayed again. this needs to stop. i will be filing complaints with the faa and consumer affairs
681462313,negative,userMentionToken sitting on the tarmac waiting to deplane 40+ minutes. the level of service i've come to expect.
681462314,negative,userMentionToken you gladly take the loyal customer's money but when you cause an inconvenience you do nothing to help fix the problem you caused.
681462315,negative,userMentionToken the least you could do is make up for what you have caused. you are ruining people's memories! you should be ashamed!
681462316,negative,"userMentionToken 1st a late flight plane, then missing flight crew, then maintenance problems, gates switched 4 times. you call this customer service??"
681462317,negative,"userMentionToken due to your expensive change fees either. out of all the airlines, we chose yours, all do you could screw us. stranded!! no help!"
681462318,negative,"userMentionToken we can't afford the international change fees to rebook our trip so we wanted to go home, turns out we can't afford to go home."
681462319,neutral,"userMentionToken but it's not their fault, because their policy says they at least got us to our destination. really?"
681462320,negative,"userMentionToken ruined our honeymoon by causing us to miss our international flight, and now we are stranded."
681462321,positive,userMentionToken fa attendant on 4553 phl to pwm tonight was fab! an asset to your team. from 1f. have a great night team!
681462322,negative,userMentionToken thanks for overflight booking problems first class and automatically downgrading my upgrade 3 min before boarding. ffstatusdontmatter thenewaa
681462323,positive,userMentionToken we're having 2 grandbabies in 2 weeks -- will travel to dc for the births. thank you for the reasonable fares! see you saturday!
681462324,positive,"userMentionToken thank you, userMentionToken your fare to from dtw to dca was much lower than userMentionToken and userMentionToken thank you! you won me over!"
681462325,negative,userMentionToken flight 728 from phl to london has been sitting on the tarmac for 46min w/no further update from the pilot. what gives???
681462326,negative,"userMentionToken i already have, four times"
681462327,negative,"userMentionToken 42 minutes holding. seriously, if your average wait time is over 30 minutes then maybe, just maybe, you're understaffed."
681462328,negative,userMentionToken i submitted refund request b4 1st flight 2 days ago. is that all i need 2 do?
681462329,positive,"userMentionToken i know that, thanks. evaluate further :) ... -chairman"
681462330,negative,"userMentionToken seriously??? i have shared my concerns four times already, to no avail! geeeeezzzzz! frustrated flyer"
681462331,negative,userMentionToken no hot food on a 5 hour flight? crazy. couldn't eat in phl b/c our original connection was 40 min late flight. what gives? phltolas
681462332,negative,"userMentionToken seriously, flight delay cinci to philly due to new ground staff, miss connection to man uk and now have to argue for hotel. wtf"
681462333,negative,userMentionToken thank you for continuing to be the worst airline out. didn't need that extra hour of sleep after 29 hours of travel anyway
681462334,negative,"userMentionToken i guess they only respond to compliments. sorry, can't thinkuserMentionToken even one."
681462335,negative,userMentionToken usairways disappoints again! cancelled flighted flights missed appointments promised refund is a lie
681462336,negative,userMentionToken 45 minutes on hold waiting to speak with an agent !! come on usairways !!! ridiculous baggagelost usairways
681462337,negative,"userMentionToken unable to locate baggage, this is frustrating. all my sons clothes and needs in it. zfv yyz usairways baggagelost"
681462338,negative,"userMentionToken i already did. my question is, why does it still say in progress on userMentionToken it's been 6 days."
681462339,negative,"userMentionToken are you kidding me?? bad customer service, folks. flew from psp to phx flight 2692 on 2/19. (cont) urlToken"
681462340,positive,userMentionToken thanks for getting me rescheduled on a direct flight to nola tonight in 10 minutes--and hopefully an hour earlier getting there!
681462341,negative,userMentionToken problem with flight in gainesville us airways 5137 to clt will miss connecting flight 5547 to iad. when can i get another flight
681462342,negative,userMentionToken still no rep can talk 3 days late flightr. u r asking me to checkin to my flight tmrw and my refund is being requested. deal w this!!
681462343,negative,"userMentionToken flight 1777 has been waiting for 30 minutes at rsw waiting for weight balance clearance. come on, let us leave!"
681462344,negative,"userMentionToken userMentionToken when will it be marked ""completed"". i'm scared i'm going to lose my reservation or my money is going to be refunded."
681462345,negative,"userMentionToken userMentionToken completed. if that's the case then why does it still say ""in progress"" on paypal's website. i reserved on the 13th."
681462346,neutral,userMentionToken userMentionToken so i contacted my bank. they took the money out today. i also contacted userMentionToken they said my reservation is
681462347,negative,"userMentionToken appreciate the calls when flight's delayed, but the recorded msg is tedious &amp; just goes on &amp; on. i vote for texts if practical :)"
681462348,negative,userMentionToken horrible communication on delayed flight out of lga!!!! i got 2 emails in seconds w different delay times!!!! horrible
681462349,positive,userMentionToken thank you finally got our bag. customer services reps were wonderful.
681462350,neutral,"userMentionToken have a 6:05pm flight out of phl sat, 2/21. snow expected. are we able to switch to an earlier flight without penalty?"
681462351,neutral,userMentionToken we got our bags today. thanks!
681462352,negative,userMentionToken 45 min hold time then a hang up by manager mike in dividend miles dept. tough to justify sticking with the us air cc and status.
681462353,negative,userMentionToken never fails to disappoint.
681462354,negative,userMentionToken platinum flyer bought tkt in aa. also both accounts are linked. so why can't i check in for flight tomorrow?
681462355,negative,userMentionToken your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane 500.
681462356,negative,"userMentionToken flight 500 out of seattle has 10,000lbs too much fuel and no water for the lavoratories. nice job guys - est 40min behind now"
681462357,positive,userMentionToken flight 437 phx&gt;ord. lead fa bill is the most professional fa i have seen in 9 years of flying usair. i have no ab cards. :(
681462358,positive,userMentionToken i miss you too. work has taken me out of philly. i ve been on flight 1776 from bos &gt; phl so many times i should have a res. seat
681462359,neutral,"userMentionToken urlToken vuelo24.es, vuelos24.es sell too cheap mad-nyc with usairways. are they trusted webs or is it a scam?"
681462360,negative,userMentionToken userMentionToken total lack of cust. service for a mom flying solo w. baby. will not be flying w. am. air again!!!
681462361,negative,userMentionToken pure anarchy on flight 555 to slc. people walking in with nothing packed in bags with arms full of stuff. getittogether
681462362,negative,userMentionToken userMentionToken you know...hockey sticks are expensive. your baggage handlers shouldn't just be throwing them on the cart.
681462363,positive,userMentionToken no problem. things worked out at airport. thanks!
681462364,neutral,userMentionToken any word on whether or not flight 1971 from seattle to charlotte will have connections held? or...
681462365,neutral,userMentionToken please change direct flights from ric to jfk instead of lga. pleeeeease! lga is the pits.
681462366,negative,userMentionToken i tried it but doesnt help very much and reservation seems to be overwhelmed with some issues
681462367,negative,userMentionToken should take a lesson from userMentionToken and wait for passengers from connecting flights. shame..
681462368,neutral,userMentionToken do you have a phone nbr for refund dept ?
681462369,neutral,userMentionToken do you post travel alerts on your website? traveling to bdl on sunday morning.
681462370,positive,"userMentionToken yes, it's a domestic flight. thank you!"
681462371,neutral,userMentionToken can i bring a copy or photo of my baby's birth certificate for the flight? i feel uncomfortable traveling with the real thing.
681462372,neutral,userMentionToken would like to see you do similar in phl! urlToken
681462373,positive,userMentionToken thanks! made it safely! urlToken
681462374,negative,userMentionToken they say connections are good still...but another reflight booking problems is the last thing i need today
681462375,negative,userMentionToken tells me to talk to userMentionToken about my delayed flights. aa tells me to talk to us. ihatemergers
681462376,negative,userMentionToken what is the holdup? should i be looking for another flight?
681462377,negative,userMentionToken this is going to take up to an hour--not okay usair. not okay. this is ruining everything.
681462378,negative,userMentionToken 4420 delayed further?
681462379,negative,userMentionToken 25+ min. hung up. always awful having to call reservations there.
681462380,negative,.userMentionToken i guess from now on i should take my chances &amp; keep the $50 for the courtesy free because it seems cabin is always full.
681462381,negative,userMentionToken 4 hours late flightr and i lost my conection
681462382,neutral,"userMentionToken just heard monterey airport was closed due to thick fog, any updates"
681462383,negative,userMentionToken over 15min hold on your reservation line. embarrassing. aa platinum member.
681462384,positive,"userMentionToken - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
681462385,positive,userMentionToken thanks. if you have another method also that would be nice. appears to be a design flaw
681462386,negative,userMentionToken yes. every one of these on every flight is like this. there needs to be more velcro or something
681462387,negative,userMentionToken please secure the 'footrest' shelf' in business class on a330 airplanes!!! urlToken
681462388,negative,userMentionToken forgetting to fuel up? realizing there was more cargo to add to plane? one way to try and mask a delay.
681462389,negative,"userMentionToken your gate team are polite. but your planes are habitually late flight. in many cases, passengers are waiting for the flight crew!"
681462390,negative,userMentionToken fuk u us airways with yo shitty chicken salad sandwich that so overpriced and u fuking make me wait in a 6 hr layover fuk u and
681462391,negative,userMentionToken $75 for that uncertainty? i know u run an account; u don't create policy. but it's an undue penalty for a job req'ing flexibility
681462392,neutral,userMentionToken is there anyway to get rebook in help on twitter?
681462393,negative,userMentionToken why are you letting us go to the runway if there are mechanical problems. wewantcomps
681462394,negative,userMentionToken wtf is going on with the 1:30 from dc to bos? twice we go back back to the gate after leaving for the runway? total bs.
681462395,negative,userMentionToken not moving we are in the tarmac delayed for some unknown reason. i'll keep you posted
681462396,negative,userMentionToken i keep missing my updated connections. need to make it to jax to be in my friend's wedding! strandedattheairport
681462397,negative,userMentionToken how are you guys losing luggage when it was suppose to be on the same flight i was on. highly disappointed no meds no clothes :(
681462398,neutral,userMentionToken wanted to connect to discuss sponsorship opportunities with urlToken silicon valleys only 10 day film festival
681462399,negative,"userMentionToken userMentionToken poor excuse. i was towards front of plane, no sandwiches, we have to pay for them, should have more"
681462400,negative,"userMentionToken i'm not patient. i'm annoyed. if you can't book this travel online, then you shouldn't make people wait on the phone."
681462401,neutral,userMentionToken us airways csr at phoenix airport fixed the problem
